filename, D_total_true, D_total_pred, error, raw_pred_vector
Gen_R4_541.pt, 2.0000, 1.9699, 0.030086, "[0.99 0.95 1.   1.  ]"
Gen_R4_542.pt, 2.0000, 1.9528, 0.047187, "[1.   0.94 0.96 1.01]"
Gen_R4_543.pt, 2.0000, 1.9731, 0.026876, "[1.   0.96 1.   0.98]"
Gen_R4_544.pt, 2.0000, 1.9590, 0.041028, "[1.   0.98 0.94 1.  ]"
Gen_R4_545.pt, 2.0000, 1.9558, 0.044213, "[1.   0.91 0.99 1.01]"
Gen_R4_546.pt, 2.0000, 1.9753, 0.024747, "[0.99 0.92 1.01 1.02]"
Gen_R4_547.pt, 2.0000, 1.9760, 0.023995, "[1.   0.94 1.02 0.99]"
Gen_R4_548.pt, 2.0000, 1.9696, 0.030432, "[1.   0.93 1.02 0.99]"
Gen_R4_549.pt, 2.0000, 1.9546, 0.045397, "[0.99 0.98 0.97 0.96]"
Gen_R4_550.pt, 2.0000, 2.0626, 0.062615, "[1.01 1.02 1.05 1.04]"
Gen_R4_551.pt, 2.0000, 2.0375, 0.037514, "[1.01 1.03 1.02 1.02]"
Gen_R4_552.pt, 1.7321, 1.6692, 0.062822, "[1.   0.97 0.92 0.01]"
Gen_R4_553.pt, 2.6458, 2.5772, 0.068571, "[1.   0.98 1.93 0.97]"
Gen_R4_554.pt, 2.6458, 2.6699, 0.024118, "[1.02 1.07 2.   0.97]"
Gen_R4_555.pt, 1.4142, 1.3726, 0.041619, "[ 1.    0.93 -0.07 -0.07]"
Gen_R4_556.pt, 1.4142, 1.4354, 0.021173, "[ 1.01  1.01 -0.07 -0.04]"
Gen_R4_557.pt, 1.4142, 1.4117, 0.002544, "[ 1.    0.99 -0.01 -0.01]"
Gen_R4_558.pt, 1.4142, 1.4059, 0.008292, "[ 1.    0.98 -0.04  0.06]"
Gen_R4_559.pt, 1.4142, 1.4211, 0.006869, "[ 1.01  1.   -0.04 -0.  ]"
Gen_R4_560.pt, 1.4142, 1.4225, 0.008251, "[ 1.01  1.   -0.06  0.08]"
Gen_R4_561.pt, 1.4142, 1.3944, 0.019830, "[ 1.    0.97 -0.03 -0.02]"
Gen_R4_562.pt, 2.1490, 2.1685, 0.019563, "[1.01 1.62 0.01 1.03]"
Gen_R4_563.pt, 2.1490, 2.1737, 0.024769, "[ 1.01  1.63 -0.02  1.01]"
Gen_R4_564.pt, 3.0000, 3.0356, 0.035601, "[1.01 2.02 0.01 2.03]"
Gen_R4_565.pt, 3.0000, 3.0644, 0.064419, "[ 1.01  2.04 -0.    2.06]"
Gen_R4_566.pt, 3.0000, 3.0108, 0.010840, "[ 0.99  2.01 -0.04  2.01]"
Gen_R4_567.pt, 1.4142, 1.4041, 0.010163, "[ 1.01  0.97 -0.06 -0.02]"
Gen_R4_568.pt, 3.1623, 3.2233, 0.060985, "[1.   2.07 1.   2.02]"
Gen_R4_569.pt, 1.4142, 1.4098, 0.004455, "[ 1.01  0.98 -0.03 -0.01]"
Gen_R4_570.pt, 1.7321, 1.7345, 0.002466, "[ 1.01  1.02  0.97 -0.03]"
Gen_R4_571.pt, 1.7321, 1.7005, 0.031521, "[ 1.    1.01  0.93 -0.02]"
Gen_R4_572.pt, 2.1490, 2.1537, 0.004714, "[1.01 1.06 1.58 0.01]"
Gen_R4_573.pt, 1.4142, 1.4090, 0.005240, "[ 1.01  0.98 -0.04 -0.02]"
Gen_R4_574.pt, 1.4142, 1.4132, 0.001032, "[ 1.01  0.98 -0.07  0.04]"
Gen_R4_575.pt, 1.7321, 1.7080, 0.024058, "[1.02 0.98 0.96 0.03]"
Gen_R4_576.pt, 1.7321, 1.6351, 0.096986, "[1.01 0.94 0.87 0.01]"
Gen_R4_577.pt, 1.4142, 1.4079, 0.006362, "[0.99 1.   0.02 0.05]"
Gen_R4_578.pt, 1.4142, 1.3941, 0.020096, "[ 1.    0.97 -0.03 -0.05]"
Gen_R4_579.pt, 1.4142, 1.3408, 0.073374, "[ 1.01  0.88 -0.02  0.02]"
Gen_R4_580.pt, 1.7321, 1.6465, 0.085557, "[ 1.02  1.04  0.77 -0.04]"
Gen_R4_581.pt, 1.7321, 1.5942, 0.137851, "[ 1.01  0.91  0.84 -0.02]"
Gen_R4_582.pt, 1.7321, 1.6605, 0.071597, "[1.01 0.98 0.88 0.04]"
Gen_R4_583.pt, 1.7321, 1.6896, 0.042482, "[ 1.01  1.    0.91 -0.01]"
Gen_R4_584.pt, 1.7321, 1.6754, 0.056676, "[ 1.    1.    0.9  -0.02]"
Gen_R4_585.pt, 1.7321, 1.6458, 0.086211, "[ 1.    0.97  0.87 -0.02]"
Gen_R4_586.pt, 2.6900, 2.6234, 0.066547, "[1.01 1.58 1.56 0.97]"
Gen_R4_587.pt, 3.6056, 3.5341, 0.071482, "[0.99 1.97 1.94 1.97]"
Gen_R4_588.pt, 4.2189, 4.2241, 0.005229, "[0.99 2.19 2.22 2.67]"
Gen_R4_589.pt, 1.7321, 1.7166, 0.015415, "[ 1.01  0.97  0.99 -0.02]"
Gen_R4_590.pt, 1.7321, 1.6954, 0.036629, "[1.01 1.02 0.91 0.  ]"
Gen_R4_591.pt, 1.7321, 1.7513, 0.019291, "[ 1.01  1.02  1.   -0.  ]"
Gen_R4_592.pt, 1.7321, 1.7383, 0.006242, "[1.01 1.05 0.95 0.01]"
Gen_R4_593.pt, 1.7321, 1.7310, 0.001044, "[ 1.01  1.04  0.95 -0.01]"
Gen_R4_594.pt, 1.7321, 1.8715, 0.139478, "[1.01 1.18 1.03 0.03]"
Gen_R4_595.pt, 2.6143, 2.5665, 0.047743, "[1.   1.71 0.96 1.32]"
Gen_R4_596.pt, 2.3702, 2.4314, 0.061114, "[1.02 1.65 1.03 1.05]"
Gen_R4_597.pt, 2.3702, 2.3792, 0.008999, "[1.01 1.61 1.01 1.02]"
Gen_R4_598.pt, 2.3702, 2.5101, 0.139817, "[1.02 1.69 1.06 1.14]"
Gen_R4_599.pt, 3.1623, 3.2309, 0.068590, "[1.02 2.02 1.   2.07]"
Gen_R4_600.pt, 3.1623, 3.3187, 0.156384, "[1.03 2.   1.11 2.17]"
Gen_R4_601.pt, 1.7321, 1.7035, 0.028571, "[ 1.    0.98  0.97 -0.03]"
Gen_R4_602.pt, 1.7321, 1.7014, 0.030618, "[1.   1.   0.94 0.  ]"
Gen_R4_603.pt, 1.7321, 1.7074, 0.024668, "[ 1.    0.99  0.96 -0.02]"
Gen_R4_604.pt, 1.7321, 1.6639, 0.068170, "[ 1.01  0.94  0.93 -0.02]"
Gen_R4_605.pt, 1.7321, 1.6877, 0.044320, "[1.01 0.99 0.92 0.02]"
Gen_R4_606.pt, 1.7321, 1.7097, 0.022307, "[ 1.02  1.02  0.93 -0.01]"
Gen_R4_607.pt, 3.6056, 3.5761, 0.029493, "[0.99 1.99 1.98 1.99]"
Gen_R4_608.pt, 2.6900, 2.6890, 0.000980, "[1.01 1.61 1.62 1.01]"
Gen_R4_609.pt, 2.6900, 2.7152, 0.025244, "[0.99 1.62 1.66 1.01]"
Gen_R4_610.pt, 2.6900, 2.7348, 0.044814, "[1.01 1.63 1.7  0.95]"
Gen_R4_611.pt, 2.6900, 2.7813, 0.091268, "[1.   1.67 1.72 0.99]"
Gen_R4_612.pt, 3.6056, 3.6342, 0.028670, "[1.01 2.01 2.   2.03]"
Gen_R4_613.pt, 3.6056, 3.6507, 0.045106, "[1.01 2.01 2.05 2.01]"
Gen_R4_614.pt, 3.6056, 3.6358, 0.030258, "[1.   2.02 2.01 2.02]"
Gen_R4_615.pt, 3.3524, 3.3184, 0.034053, "[1.   1.77 2.27 1.31]"
Gen_R4_616.pt, 3.6056, 3.5548, 0.050800, "[0.99 1.97 1.96 1.98]"
Gen_R4_617.pt, 3.6056, 3.6155, 0.009960, "[1.01 2.   2.01 2.  ]"
Gen_R4_618.pt, 2.6900, 2.6838, 0.006227, "[1.   1.64 1.57 1.02]"
Gen_R4_619.pt, 2.8320, 2.8152, 0.016801, "[0.99 1.82 1.2  1.48]"
Gen_R4_620.pt, 1.4142, 1.4034, 0.010814, "[ 1.01  0.97 -0.06 -0.09]"
Gen_R4_621.pt, 1.4142, 1.3858, 0.028440, "[ 1.    0.96 -0.02 -0.01]"
Gen_R4_622.pt, 1.4142, 1.3803, 0.033963, "[ 1.    0.95 -0.04 -0.03]"
Gen_R4_623.pt, 1.4142, 1.3876, 0.026611, "[1.   0.03 0.   0.97]"
Gen_R4_624.pt, 1.4142, 1.4069, 0.007331, "[ 1.01  0.98 -0.02 -0.  ]"
Gen_R4_625.pt, 1.7321, 1.7026, 0.029456, "[ 1.01  0.97 -0.04  0.97]"
Gen_R4_626.pt, 1.7321, 1.7121, 0.019907, "[ 1.01  0.98 -0.05  0.98]"
Gen_R4_627.pt, 2.1490, 2.1227, 0.026222, "[ 0.99  0.97 -0.02  1.61]"
Gen_R4_628.pt, 1.4142, 1.3826, 0.031658, "[ 0.99  0.96 -0.04 -0.07]"
Gen_R4_629.pt, 1.7321, 1.7213, 0.010788, "[ 1.01  0.98 -0.02  1.  ]"
Gen_R4_630.pt, 1.7321, 1.6849, 0.047103, "[ 1.    0.95 -0.04  0.96]"
Gen_R4_631.pt, 1.7321, 1.7137, 0.018363, "[ 1.    0.96 -0.03  1.  ]"
Gen_R4_632.pt, 1.7321, 1.6689, 0.063185, "[ 1.    0.93 -0.04  0.96]"
Gen_R4_633.pt, 1.7321, 1.7100, 0.022003, "[ 1.    0.95 -0.03  1.01]"
Gen_R4_634.pt, 1.7321, 1.6384, 0.093659, "[ 0.99  0.89 -0.06  0.95]"
Gen_R4_635.pt, 1.7321, 1.7116, 0.020429, "[ 1.    0.99 -0.04  0.97]"
Gen_R4_636.pt, 1.7321, 1.7077, 0.024355, "[ 1.    0.98 -0.03  0.98]"
Gen_R4_637.pt, 1.7321, 1.7298, 0.002205, "[ 1.01  0.99 -0.03  1.  ]"
Gen_R4_638.pt, 1.7321, 1.6991, 0.032908, "[ 1.    0.97 -0.05  0.97]"
Gen_R4_639.pt, 1.4142, 1.3887, 0.025553, "[ 1.    0.96 -0.08 -0.03]"
Gen_R4_640.pt, 2.6900, 2.6366, 0.053394, "[0.99 1.59 0.97 1.58]"
Gen_R4_641.pt, 3.3524, 3.3006, 0.051780, "[0.99 1.71 1.32 2.29]"
Gen_R4_642.pt, 2.6900, 2.6929, 0.002894, "[1.01 1.62 1.   1.62]"
Gen_R4_643.pt, 1.4142, 1.4154, 0.001176, "[ 1.01  0.99 -0.07 -0.04]"
Gen_R4_644.pt, 1.4142, 1.4217, 0.007455, "[ 1.01  1.   -0.05 -0.01]"
Gen_R4_645.pt, 1.4142, 1.3876, 0.026656, "[ 1.01  0.95 -0.03 -0.03]"
Gen_R4_646.pt, 1.7321, 1.6401, 0.091960, "[ 1.    0.99 -0.03  0.84]"
Gen_R4_647.pt, 1.4142, 1.4015, 0.012747, "[ 1.01  0.97 -0.01 -0.01]"
Gen_R4_648.pt, 1.7321, 1.6995, 0.032558, "[ 1.    0.96 -0.03  0.98]"
Gen_R4_649.pt, 1.4142, 1.4100, 0.004203, "[ 0.99  1.   -0.05 -0.06]"
Gen_R4_650.pt, 1.7321, 1.5977, 0.134399, "[ 1.    0.93 -0.09  0.83]"
Gen_R4_651.pt, 1.7321, 1.6067, 0.125317, "[ 1.    0.88 -0.05  0.9 ]"
Gen_R4_652.pt, 1.7321, 1.6216, 0.110471, "[ 0.98  0.96 -0.05  0.86]"
Gen_R4_653.pt, 1.7321, 1.6447, 0.087308, "[ 1.    0.92 -0.03  0.93]"
Gen_R4_654.pt, 1.7321, 1.7090, 0.023032, "[ 1.    0.98 -0.01  0.99]"
Gen_R4_655.pt, 1.7321, 1.7197, 0.012372, "[ 1.    0.97 -0.02  1.01]"
Gen_R4_656.pt, 1.7321, 1.6655, 0.066508, "[ 0.99  0.93 -0.01  0.96]"
Gen_R4_657.pt, 1.7321, 1.6504, 0.081644, "[ 0.99  0.93 -0.03  0.94]"
Gen_R4_658.pt, 1.4142, 1.4156, 0.001399, "[ 1.01  0.99 -0.07 -0.03]"
Gen_R4_659.pt, 1.4142, 1.3783, 0.035879, "[ 1.    0.94 -0.12 -0.02]"
Gen_R4_660.pt, 3.6056, 3.4927, 0.112833, "[0.98 1.92 1.93 1.96]"
Gen_R4_661.pt, 2.6143, 2.5925, 0.021798, "[1.   1.72 1.33 1.  ]"
Gen_R4_662.pt, 3.6056, 3.5697, 0.035889, "[0.99 1.89 2.09 1.95]"
Gen_R4_663.pt, 3.6056, 3.5402, 0.065381, "[0.98 1.96 1.98 1.95]"
Gen_R4_664.pt, 2.8320, 2.8469, 0.014880, "[1.   1.83 1.48 1.26]"
Gen_R4_665.pt, 2.1490, 2.1738, 0.024856, "[1.01 1.66 0.98 0.02]"
Gen_R4_666.pt, 2.1490, 2.1609, 0.011955, "[ 1.01  1.63  0.99 -0.03]"
Gen_R4_667.pt, 2.3702, 2.3805, 0.010244, "[1.01 1.61 1.01 1.01]"
Gen_R4_668.pt, 2.3702, 2.4025, 0.032249, "[0.99 1.59 1.02 1.11]"
Gen_R4_669.pt, 2.3702, 2.3476, 0.022675, "[1.   1.59 0.99 1.  ]"
Gen_R4_670.pt, 2.6900, 2.6616, 0.028430, "[0.99 1.59 0.96 1.63]"
Gen_R4_671.pt, 2.6900, 2.6415, 0.048460, "[0.99 1.57 0.96 1.61]"
Gen_R4_672.pt, 2.6900, 2.6513, 0.038732, "[1.   1.59 0.93 1.63]"
Gen_R4_673.pt, 2.6900, 2.5878, 0.102213, "[0.99 1.48 1.02 1.57]"
Gen_R4_674.pt, 3.6056, 3.6008, 0.004786, "[1.   1.99 2.   2.  ]"
Gen_R4_675.pt, 3.0000, 2.9844, 0.015558, "[ 1.02  2.01  1.96 -0.01]"
Gen_R4_676.pt, 3.0000, 3.0128, 0.012802, "[1.02 2.02 1.99 0.03]"
Gen_R4_677.pt, 3.1623, 3.0135, 0.148791, "[1.   1.82 1.92 1.03]"
Gen_R4_678.pt, 3.1623, 3.1664, 0.004094, "[1.01 1.98 2.01 1.02]"
Gen_R4_679.pt, 3.1623, 3.1592, 0.003029, "[1.01 1.98 2.   1.03]"
Gen_R4_680.pt, 3.6056, 3.5467, 0.058848, "[1.   1.93 2.   1.97]"
Gen_R4_681.pt, 3.6056, 3.5531, 0.052414, "[1.   1.96 1.97 1.97]"
Gen_R4_682.pt, 3.6056, 3.5266, 0.078929, "[1.   1.94 1.96 1.95]"
Gen_R4_683.pt, 3.0000, 2.9961, 0.003905, "[ 1.01  2.03  1.96 -0.  ]"
Gen_R4_684.pt, 4.2189, 4.2267, 0.007809, "[1.01 2.19 2.67 2.22]"
Gen_R4_685.pt, 1.4142, 1.4214, 0.007233, "[ 1.01  1.   -0.05 -0.01]"
Gen_R4_686.pt, 1.4142, 1.4253, 0.011068, "[ 1.    1.01 -0.05 -0.  ]"
Gen_R4_687.pt, 1.4142, 1.3983, 0.015883, "[ 0.99  0.98 -0.07 -0.05]"
Gen_R4_688.pt, 2.1490, 2.1721, 0.023095, "[1.01 1.64 0.   1.01]"
Gen_R4_689.pt, 3.0000, 3.0319, 0.031878, "[1.02 2.02 0.   2.02]"
Gen_R4_690.pt, 2.1490, 2.1588, 0.009799, "[ 1.    1.64 -0.02  0.99]"
Gen_R4_691.pt, 3.0000, 2.9769, 0.023068, "[ 1.01  1.97 -0.03  1.99]"
Gen_R4_692.pt, 1.4142, 1.3927, 0.021471, "[ 1.    0.96 -0.07 -0.03]"
Gen_R4_693.pt, 3.6955, 3.7060, 0.010447, "[1.01 2.44 0.97 2.42]"
Gen_R4_694.pt, 1.4142, 1.4345, 0.020311, "[ 1.01  1.02 -0.05 -0.03]"
Gen_R4_695.pt, 1.4142, 1.4146, 0.000381, "[ 1.01  0.99 -0.06 -0.02]"
Gen_R4_696.pt, 1.4142, 1.4089, 0.005348, "[ 0.99  1.   -0.04 -0.02]"
Gen_R4_697.pt, 1.4142, 1.4166, 0.002341, "[ 1.01  1.   -0.04 -0.05]"
Gen_R4_698.pt, 1.4142, 1.3873, 0.026960, "[ 1.01  0.95 -0.06 -0.01]"
Gen_R4_699.pt, 1.4142, 1.3838, 0.030404, "[ 1.    0.94 -0.14 -0.02]"
Gen_R4_700.pt, 2.6458, 2.5504, 0.095342, "[0.98 1.94 0.93 0.95]"
Gen_R4_701.pt, 2.6458, 2.5544, 0.091316, "[1.01 1.95 0.93 0.93]"
Gen_R4_702.pt, 3.3524, 3.3597, 0.007277, "[1.01 2.36 1.3  1.74]"
Gen_R4_703.pt, 4.1625, 4.1433, 0.019208, "[0.98 2.58 1.63 2.63]"
Gen_R4_704.pt, 2.1490, 2.1709, 0.021908, "[ 1.02  1.66  0.96 -0.01]"
Gen_R4_705.pt, 2.6458, 2.6462, 0.000413, "[1.   1.98 1.   1.03]"
Gen_R4_706.pt, 2.6458, 2.6729, 0.027134, "[1.01 2.01 1.01 1.03]"
Gen_R4_707.pt, 3.2087, 3.2443, 0.035545, "[1.01 2.25 1.   1.85]"
Gen_R4_708.pt, 2.9600, 2.9366, 0.023360, "[1.   2.15 0.93 1.47]"
Gen_R4_709.pt, 2.1490, 2.1551, 0.006122, "[ 1.02  1.63  0.97 -0.02]"
Gen_R4_710.pt, 2.9600, 3.0749, 0.114930, "[0.99 2.32 1.42 1.03]"
Gen_R4_711.pt, 3.0000, 2.9934, 0.006590, "[1.02 2.04 1.93 0.  ]"
Gen_R4_712.pt, 3.3524, 3.0870, 0.265418, "[0.99 2.02 1.82 1.07]"
Gen_R4_713.pt, 3.2087, 3.3047, 0.095961, "[1.01 2.3  1.93 0.93]"
Gen_R4_714.pt, 4.1625, 4.0428, 0.119668, "[1.   2.54 1.52 2.57]"
Gen_R4_715.pt, 3.0000, 2.9868, 0.013219, "[ 1.03  2.05  1.92 -0.  ]"
Gen_R4_716.pt, 4.1625, 4.0907, 0.071802, "[1.   2.57 2.58 1.59]"
Gen_R4_717.pt, 4.1625, 4.1762, 0.013694, "[1.01 2.62 2.6  1.66]"
Gen_R4_718.pt, 5.2915, 5.2624, 0.029116, "[1.   2.98 2.99 2.98]"
Gen_R4_719.pt, 4.2189, 4.2378, 0.018846, "[1.01 2.66 2.22 2.22]"
Gen_R4_720.pt, 3.6955, 3.6989, 0.003389, "[1.   2.46 2.36 1.02]"
Gen_R4_721.pt, 4.2189, 4.2678, 0.048874, "[1.05 2.75 2.15 2.22]"
Gen_R4_722.pt, 1.4142, 1.4093, 0.004948, "[ 0.99  1.   -0.06 -0.04]"
Gen_R4_723.pt, 2.0000, 1.9704, 0.029627, "[0.99 0.98 0.99 0.97]"
Gen_R4_724.pt, 2.0000, 1.8798, 0.120196, "[1.   0.95 0.89 0.91]"
Gen_R4_725.pt, 3.1623, 2.9707, 0.191614, "[0.98 0.84 1.93 1.85]"
Gen_R4_726.pt, 2.0000, 2.0473, 0.047272, "[1.01 1.03 1.04 1.02]"
Gen_R4_727.pt, 2.6900, 2.6900, 0.000029, "[1.   0.99 1.63 1.61]"
Gen_R4_728.pt, 2.6900, 2.7078, 0.017784, "[1.01 1.   1.64 1.62]"
Gen_R4_729.pt, 3.6955, 3.6472, 0.048338, "[0.99 0.94 2.42 2.37]"
Gen_R4_730.pt, 2.0000, 1.9142, 0.085758, "[1.01 0.95 0.94 0.93]"
Gen_R4_731.pt, 2.6900, 2.6660, 0.023982, "[0.99 0.93 1.67 1.58]"
Gen_R4_732.pt, 2.6900, 2.6502, 0.039797, "[0.99 1.02 1.56 1.6 ]"
Gen_R4_733.pt, 3.6955, 3.6045, 0.091036, "[0.98 0.99 2.36 2.34]"
Gen_R4_734.pt, 2.4495, 2.4803, 0.030818, "[1.01 1.01 1.49 1.38]"
Gen_R4_735.pt, 3.1623, 3.1917, 0.029388, "[1.   1.03 2.01 2.02]"
Gen_R4_736.pt, 3.1623, 3.1869, 0.024656, "[1.   1.02 2.02 2.01]"
Gen_R4_737.pt, 4.1144, 4.1016, 0.012753, "[0.99 1.02 2.72 2.72]"
Gen_R4_738.pt, 1.4142, 1.4188, 0.004583, "[ 1.01  1.   -0.01  0.01]"
Gen_R4_739.pt, 1.7321, 1.7396, 0.007547, "[ 1.    1.01 -0.02  1.  ]"
Gen_R4_740.pt, 1.4142, 1.4055, 0.008739, "[ 1.01  0.97  0.01 -0.01]"
Gen_R4_741.pt, 1.7321, 1.7185, 0.013522, "[ 1.    0.99 -0.02  0.99]"
Gen_R4_742.pt, 1.7321, 1.6920, 0.040009, "[1.01 0.94 0.07 0.98]"
Gen_R4_743.pt, 1.7321, 1.7088, 0.023300, "[1.01 0.96 0.01 0.99]"
Gen_R4_744.pt, 1.4142, 1.3973, 0.016958, "[ 1.    0.98 -0.04  0.  ]"
Gen_R4_745.pt, 2.0000, 2.0142, 0.014232, "[0.99 0.99 1.06 0.99]"
Gen_R4_746.pt, 2.0000, 1.9936, 0.006357, "[1.   1.01 0.98 1.  ]"
Gen_R4_747.pt, 1.7321, 1.7326, 0.000547, "[ 1.02  0.99  0.99 -0.01]"
Gen_R4_748.pt, 1.7321, 1.7439, 0.011834, "[1.01 1.01 1.   0.04]"
Gen_R4_749.pt, 1.7321, 1.7574, 0.025321, "[1.01 1.05 0.98 0.02]"
Gen_R4_750.pt, 2.0000, 1.9800, 0.019956, "[1.   0.99 0.99 0.99]"
Gen_R4_751.pt, 2.0000, 2.0224, 0.022352, "[1.01 1.02 1.02 0.99]"
Gen_R4_752.pt, 2.3702, 2.3878, 0.017556, "[1.   0.95 0.97 1.69]"
Gen_R4_753.pt, 2.0000, 2.0107, 0.010750, "[1.   1.03 1.01 0.99]"
Gen_R4_754.pt, 2.0000, 2.0309, 0.030938, "[1.01 1.04 1.02 1.  ]"
Gen_R4_755.pt, 1.7321, 1.7562, 0.024110, "[ 1.01  0.98  1.05 -0.01]"
Gen_R4_756.pt, 1.7321, 1.7327, 0.000655, "[0.99 0.94 1.07 0.02]"
Gen_R4_757.pt, 2.3702, 2.3552, 0.015088, "[1.   1.   1.6  0.99]"
Gen_R4_758.pt, 3.1623, 3.1154, 0.046909, "[1.   1.02 1.97 1.95]"
Gen_R4_759.pt, 3.1623, 3.2014, 0.039135, "[1.01 1.02 2.02 2.03]"
Gen_R4_760.pt, 1.4142, 1.4056, 0.008588, "[ 1.    0.98 -0.03 -0.04]"
Gen_R4_761.pt, 2.6900, 2.6576, 0.032367, "[1.   1.61 0.98 1.59]"
Gen_R4_762.pt, 2.6900, 2.7134, 0.023432, "[0.99 1.65 0.98 1.64]"
Gen_R4_763.pt, 3.6674, 3.5662, 0.101210, "[1.01 1.86 1.26 2.58]"
Gen_R4_764.pt, 1.4142, 1.4169, 0.002663, "[ 1.01  0.99 -0.03 -0.01]"
Gen_R4_765.pt, 1.4142, 1.4226, 0.008435, "[ 1.01  1.   -0.07  0.04]"
Gen_R4_766.pt, 1.7321, 1.7335, 0.001453, "[1.03 0.99 0.99 0.02]"
Gen_R4_767.pt, 1.7321, 1.7183, 0.013793, "[1.02 0.99 0.96 0.02]"
Gen_R4_768.pt, 4.3857, 4.3641, 0.021604, "[1.   1.89 2.86 2.51]"
Gen_R4_769.pt, 4.0420, 4.0503, 0.008314, "[1.   1.79 2.77 2.13]"
Gen_R4_770.pt, 2.8320, 2.8763, 0.044240, "[1.   1.51 1.85 1.25]"
Gen_R4_771.pt, 3.7875, 3.8760, 0.088544, "[1.02 1.86 2.29 2.3 ]"
Gen_R4_772.pt, 3.7875, 3.8378, 0.050314, "[1.01 1.85 2.28 2.25]"
Gen_R4_773.pt, 2.4495, 2.4584, 0.008913, "[1.   1.43 1.4  1.02]"
Gen_R4_774.pt, 3.6180, 3.6607, 0.042641, "[1.02 1.66 2.63 1.65]"
Gen_R4_775.pt, 1.4142, 1.4051, 0.009120, "[ 1.    0.98 -0.04 -0.04]"
Gen_R4_776.pt, 2.8320, 2.8556, 0.023534, "[1.   1.46 1.36 1.79]"
Gen_R4_777.pt, 2.4495, 2.4325, 0.017006, "[0.99 1.44 0.98 1.39]"
Gen_R4_778.pt, 3.6180, 3.6335, 0.015454, "[1.   1.64 1.62 2.63]"
Gen_R4_779.pt, 1.4142, 1.4110, 0.003200, "[ 1.01  0.99 -0.03 -0.  ]"
Gen_R4_780.pt, 1.7321, 1.7148, 0.017248, "[ 1.    1.01 -0.03  0.96]"
Gen_R4_781.pt, 1.4142, 1.4115, 0.002680, "[ 1.02  0.98  0.   -0.01]"
Gen_R4_782.pt, 1.7321, 1.7250, 0.007027, "[ 1.    0.99 -0.02  1.  ]"
Gen_R4_783.pt, 2.6900, 2.6681, 0.021845, "[0.99 1.65 1.58 0.96]"
Gen_R4_784.pt, 2.6900, 2.7148, 0.024786, "[1.01 1.65 1.61 1.01]"
Gen_R4_785.pt, 4.3857, 4.3572, 0.028520, "[0.98 1.88 2.52 2.85]"
Gen_R4_786.pt, 3.7875, 3.8948, 0.107296, "[1.02 1.87 2.33 2.29]"
Gen_R4_787.pt, 3.7875, 3.8650, 0.077496, "[1.02 1.85 2.3  2.28]"
Gen_R4_788.pt, 4.0420, 4.0265, 0.015488, "[1.   1.76 2.12 2.76]"
Gen_R4_789.pt, 3.6674, 3.7064, 0.038944, "[1.02 1.92 2.67 1.39]"
Gen_R4_790.pt, 1.4142, 1.3945, 0.019746, "[ 1.    0.97 -0.05 -0.06]"
Gen_R4_791.pt, 3.1623, 3.2058, 0.043543, "[0.98 2.   0.88 2.13]"
Gen_R4_792.pt, 1.4142, 1.4059, 0.008285, "[ 1.01  0.98 -0.04 -0.01]"
Gen_R4_793.pt, 3.7875, 3.7446, 0.042904, "[0.98 2.23 1.75 2.24]"
Gen_R4_794.pt, 2.4495, 2.5845, 0.134994, "[1.02 1.83 1.1  1.04]"
Gen_R4_795.pt, 3.1623, 3.3271, 0.164805, "[1.04 2.1  1.02 2.13]"
Gen_R4_796.pt, 3.1623, 3.2024, 0.040101, "[1.   2.06 2.   1.02]"
Gen_R4_797.pt, 3.7875, 3.7619, 0.025511, "[1.   2.25 1.76 2.23]"
Gen_R4_798.pt, 3.5178, 3.5535, 0.035702, "[1.01 2.16 1.49 2.17]"
Gen_R4_799.pt, 3.7875, 3.8312, 0.043720, "[1.02 2.29 2.26 1.8 ]"
Gen_R4_800.pt, 3.5178, 3.5566, 0.038791, "[1.   2.15 2.18 1.5 ]"
Gen_R4_801.pt, 4.2995, 4.3147, 0.015244, "[1.   2.43 2.43 2.41]"
Gen_R4_802.pt, 4.2995, 4.2949, 0.004562, "[0.99 2.43 2.4  2.41]"
Gen_R4_803.pt, 3.5178, 3.5835, 0.065687, "[1.   2.21 1.47 2.19]"
Gen_R4_804.pt, 3.1623, 3.2164, 0.054134, "[1.   2.06 2.01 1.04]"
Gen_R4_805.pt, 3.7875, 3.7874, 0.000090, "[1.   2.26 2.22 1.82]"
Gen_R4_806.pt, 4.2995, 4.4222, 0.122789, "[0.99 2.47 2.49 2.51]"
Gen_R4_807.pt, 3.5178, 3.6481, 0.130297, "[1.03 2.24 2.22 1.52]"
Gen_R4_808.pt, 4.2995, 4.4068, 0.107356, "[1.02 2.48 2.48 2.46]"
Gen_R4_809.pt, 4.2995, 4.3449, 0.045454, "[1.01 2.46 2.41 2.44]"
Gen_R4_810.pt, 4.2995, 4.3479, 0.048450, "[1.01 2.44 2.43 2.46]"
Gen_R4_811.pt, 4.2995, 4.3244, 0.024999, "[1.01 2.47 2.4  2.42]"
Gen_R4_812.pt, 1.9021, 1.8773, 0.024794, "[ 1.    1.59 -0.05 -0.06]"
Gen_R4_813.pt, 2.6900, 2.5602, 0.129793, "[0.99 1.56 0.97 1.49]"
Gen_R4_814.pt, 2.6900, 2.7221, 0.032103, "[1.01 1.67 0.99 1.62]"
